Date,Title,Url,Language,Author,Avatar,Category Details,Checked,City,Display URLs,Expanded URLs,Full Name,Full Text,Gender,Hashtags,Impact,Impressions,Latitude,Location Name,Longitude,Media Filter,Media URLs,Mentioned Authors,Original Url,Thread Author,Thread Created Date,Thread Entry Type,Thread Id,Thread URL,Twitter Author ID,Twitter Channel Role,Twitter Followers,Twitter Following,Twitter Reply Count,Twitter Reply to,Twitter Retweet of,Twitter Retweets,Twitter Tweets,Twitter Verified,Updated,Reach (new)
39:37.0,@SergenKumas @USMNT https://t.co/Dntddr0kvS,http://twitter.com/mrcrockpot/statuses/1245133682136035328,de,mrcrockpot,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/392307533?token=c234c38d38920cb0199ac371e29aaaaed3e308ecc88f1094a835520ecf192f83,,FALSE,,,,mrcrockpot (MRCROCKPOT TPL),@SergenKumas @USMNT https://t.co/Dntddr0kvS,unknown,,22.1,1126,0,"PA, USA",0,,https://video.twimg.com/tweet_video/EUeaedFXQAQQqWK.mp4#gif,"@sergenkumas, @usmnt",http://twitter.com/mrcrockpot/statuses/1245133682136035328,SergenKumas,,reply,1.24509E+18,,392307533,,1126,1174,1,http://twitter.com/SergenKumas/statuses/1245091009631064064,,0,20244,FALSE,2020-10-05T16:39:32.532+0000,1704
39:14.0,@TeamUSA Jesse Ownens in Berlin. ðŸ‘ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸,http://twitter.com/markmm3608/statuses/1245133583267880960,nl,markmm3608,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/4725281772?token=b54f3b3f0cbc43d377604ba7ca31be80b723fb674986e01b863e840b7f21027f,,FALSE,,,,markmm3608 (Mark M Miller),@TeamUSA Jesse Ownens in Berlin. ðŸ‘ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸ðŸ‡ºðŸ‡¸,male,,0,197,0,,0,,,@teamusa,http://twitter.com/markmm3608/statuses/1245133583267880960,TeamUSA,,reply,1.24506E+18,,4725281772,,197,100,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,13829,FALSE,2020-10-05T16:39:32.548+0000,0
38:01.0,"@FIFAcom @FIFAWWC @USWNT @FIFAcom 
ðŸ’¯ðŸ†ðŸ‡ºðŸ‡¸â¤ï¸ðŸ’¯âš½ï¸ðŸ‡«ðŸ‡·",http://twitter.com/EricMcA/statuses/1245133277373050885,de,EricMcA,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/331659861?token=4cd388a4cc31d47d18ba010c7d8cf73ef94b3998485588453575efddc7f638fc,,FALSE,Baltimore,,"https://youtu.be/MUrVk1yTMQY, https://www.youtube.com/watch?v=MUrVk1yTMQY&feature=youtu.be",EricMcA (Eric McAleer),@FIFAcom @FIFAWWC @USWNT @FIFAcom ðŸ’¯ðŸ†ðŸ‡ºðŸ‡¸â¤ï¸ðŸ’¯âš½ï¸ðŸ‡«ðŸ‡·,male,,0,643,0,"Baltimore, MD, USA",0,,,"@fifacom, @fifawwc, @uswnt",http://twitter.com/EricMcA/statuses/1245133277373050885,,,post,0,,331659861,,643,640,0,,,0,2966,FALSE,2020-10-05T16:39:32.538+0000,0
36:15.0,@USABoxing @Claressashields @andreward @TeamUSA Man team USA 84 of course!,http://twitter.com/LOKSKYWALKER/statuses/1245132833162530817,en,LOKSKYWALKER,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/43216510?token=cb549c08699266a008ad47f82871ea17512f0f23a6f235288035d889d7a29597,,FALSE,,,,LOKSKYWALKER (LOK SKYWALKER),@USABoxing @Claressashields @andreward @TeamUSA Man team USA 84 of course!,unknown,,0,913,0,USA,0,,,"@usaboxing, @claressashields, @andreward, @teamusa",http://twitter.com/LOKSKYWALKER/statuses/1245132833162530817,USABoxing,,reply,1.24509E+18,,43216510,,913,184,0,http://twitter.com/USABoxing/statuses/1245093029725081601,,0,4303,FALSE,2020-10-05T16:39:32.538+0000,26
36:01.0,"#Tokio2020 | Luego de inaugurarse el pasado 17 de agosto y albergar, ese mismo dÃ­a, el Ready, Steady... Tokyo Hockey Test, el Estadio de Hockey de Oi solo aguarda para el inicio de las competencias de este deporte correspondiente a los XXXII Juegos OlÃ­mpicos.

ðŸ“¸@Tokyo2020 https://t.co/jLwJDPJp76",http://twitter.com/HockeyPeru/statuses/1245132774639534080,es,HockeyPeru,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1385897808?token=743cd47cda0313f77085e75afe4a0a1cec7dd96a7bee105b10b22a00b668f219,,FALSE,Lima,,,HockeyPeru (Hockey PerÃº),"#Tokio2020 | Luego de inaugurarse el pasado 17 de agosto y albergar, ese mismo dÃ­a, el Ready, Steady... Tokyo Hockey Test, el Estadio de Hockey de Oi solo aguarda para el inicio de las competencias de este deporte correspondiente a los XXXII Juegos OlÃ­mpicos. ðŸ“¸@Tokyo2020 https://t.co/jLwJDPJp76",unknown,#tokio2020,6.1,1287,0,"Lima, Lima Province, PER",0,,"http://pbs.twimg.com/media/EUeZpjIWAAAmaJ8.jpg, http://pbs.twimg.com/media/EUeZo6xXgAEkV4m.jpg",@tokyo2020,http://twitter.com/HockeyPeru/statuses/1245132774639534080,,,post,0,,1385897808,,1226,210,0,,,1,6363,FALSE,2020-10-05T16:39:32.564+0000,892
34:37.0,@BOBSLEDR @TeamUSA My poor dad went to the game right before that and turned down tickets as they were leaving. One of his biggest regrets lol,http://twitter.com/sam_i_am251/statuses/1245132422875877377,en,sam_i_am251,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/979652984?token=6478e269dc5dab0961f70f1da5cb00cc0cfdcbd6e77b33fb0fce74d869e2e047,,FALSE,Daytona Beach,,,sam_i_am251 (sam ðŸŒº),@BOBSLEDR @TeamUSA My poor dad went to the game right before that and turned down tickets as they were leaving. One of his biggest regrets lol,male,,9.7,46,0,"Daytona Beach, FL, USA",0,,,"@bobsledr, @teamusa",http://twitter.com/sam_i_am251/statuses/1245132422875877377,BOBSLEDR,,reply,1.24507E+18,,979652984,,46,287,1,http://twitter.com/BOBSLEDR/statuses/1245068506145501184,,0,1848,FALSE,2020-10-05T16:39:32.545+0000,0
34:34.0,@glamourmag @alexmorgan13 @USWNT @samanthabarry Another dream crusherâ˜ ï¸congratulations thoðŸŽ‰,http://twitter.com/gmesharks/statuses/1245132410875936769,en,gmesharks,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1054163187287896064?token=943c29c393334da9f86a5444320ce697f4ff243b86ce7a1b55659f30251df3ca,,FALSE,,,,gmesharks (GmesharksðŸ˜·),@glamourmag @alexmorgan13 @USWNT @samanthabarry Another dream crusherâ˜ ï¸congratulations thoðŸŽ‰,unknown,,0,96,0,,0,,,"@glamourmag, @alexmorgan13, @uswnt, @samanthabarry",http://twitter.com/gmesharks/statuses/1245132410875936769,glamourmag,,reply,1.24498E+18,,1.05416E+18,,96,116,0,http://twitter.com/glamourmag/statuses/1244978295961276416,,0,668,FALSE,2020-10-05T16:39:32.538+0000,0
33:55.0,"@FIFAWWC @WAGSinsoccer @ussoccer @USWNT  @FIFAcom   
ðŸ‡ºðŸ‡¸ ðŸ‡«ðŸ‡· âš½ï¸ ðŸ† â¤ï¸ ðŸ’¯ ðŸ™ðŸ‘ ðŸ‘ŠðŸ¼",http://twitter.com/SportsbyWS/statuses/1245132246790606850,ar,SportsbyWS,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/361248092?token=1a4358c4238018a91bf1cddcf1d76c03bdef103dbec46c2cd7701b416d0b0fae,,FALSE,Baltimore,,"https://youtu.be/MUrVk1yTMQY, https://www.youtube.com/watch?v=MUrVk1yTMQY&feature=youtu.be",SportsbyWS (WorldStrides Sports),@FIFAWWC @WAGSinsoccer @ussoccer @USWNT @FIFAcom ðŸ‡ºðŸ‡¸ ðŸ‡«ðŸ‡· âš½ï¸ ðŸ† â¤ï¸ ðŸ’¯ ðŸ™ðŸ‘ ðŸ‘ŠðŸ¼,unknown,,0,1127,0,"Baltimore, MD, USA",0,,,"@fifawwc, @wagsinsoccer, @ussoccer, @uswnt, @fifacom",http://twitter.com/SportsbyWS/statuses/1245132246790606850,,,post,0,,361248092,,1127,1409,0,,,0,3089,FALSE,2020-10-05T16:39:32.545+0000,305
31:38.0,@herculezg @tyler_adams14 @NewYorkRedBulls @USMNT @ESPNFC Good stuff,http://twitter.com/AngryUsmnt/statuses/1245131673202761735,en,AngryUsmnt,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1132120175556276224?token=9df31a71a935fa01e0d829a6bc90f9fcadb886f25da64cfb0edb97c2f2277e0a,,FALSE,,,,AngryUsmnt (Angry USMNT Fan),@herculezg @tyler_adams14 @NewYorkRedBulls @USMNT @ESPNFC Good stuff,unknown,,6.6,1800,0,,0,,,"@herculezg, @tyler_adams14, @newyorkredbulls, @usmnt, @espnfc",http://twitter.com/AngryUsmnt/statuses/1245131673202761735,herculezg,,reply,1.24503E+18,,1.13212E+18,,69,55,0,http://twitter.com/herculezg/statuses/1245028623125364736,,1,943,FALSE,2020-10-05T16:39:32.550+0000,0
30:27.0,@TeamUSA The Miracle on Ice,http://twitter.com/nmlphotography/statuses/1245131374325096449,en,nmlphotography,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/54862069?token=650e91e24f2ecfbce53e38908fc545d8b43a6d4bec8c4088c6d90f0145636647,,FALSE,,,,nmlphotography (Nick M. Logan),@TeamUSA The Miracle on Ice,male,,0,51,0,"MD, USA",0,,,@teamusa,http://twitter.com/nmlphotography/statuses/1245131374325096449,TeamUSA,,reply,1.24506E+18,,54862069,,51,324,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,608,FALSE,2020-10-05T16:39:32.550+0000,0
28:49.0,And we are live @RobStoneONFOX @USMNT #joshwolf https://t.co/umfjKHZPUg,http://twitter.com/TonySanneh/statuses/1245130961769189376,en,TonySanneh,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/324670459?token=a2428aeacc4fe19732fb88425ac3fea1844a8d015995a2d880b6cb9f0105aca0,,FALSE,,,,TonySanneh (Tony Sanneh),And we are live @RobStoneONFOX @USMNT #joshwolf https://t.co/umfjKHZPUg,male,#joshwolf,80.3,2177669,0,,0,,http://pbs.twimg.com/media/EUeYAfQWkAg_Nd8.jpg,"@robstoneonfox, @usmnt",http://twitter.com/TonySanneh/statuses/1245130961769189376,,,post,0,,324670459,,3520,895,3,,,3,4181,TRUE,2020-10-05T16:39:32.550+0000,20286
28:29.0,@BearManofTX @RealKurtAngle @YouTube It's wild seeing Kurt Angle with hair. The @USAWrestling had a good tournament in Atlanta.,http://twitter.com/Nursedudesteve/statuses/1245130879019544576,en,Nursedudesteve,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/915679654962331648?token=a1f4cd95eda8084c298f7c5faaf61ff311d3790ae1a10166bc2e0b1bf2bc9c1e,,FALSE,Chicago,,,Nursedudesteve (Steve Adams),@BearManofTX @RealKurtAngle @YouTube It's wild seeing Kurt Angle with hair. The @USAWrestling had a good tournament in Atlanta.,male,,0,533,0,"Chicago, IL, USA",0,,,"@bearmanoftx, @realkurtangle, @youtube, @usawrestling",http://twitter.com/Nursedudesteve/statuses/1245130879019544576,BearManofTX,,reply,1.24513E+18,,9.1568E+17,,533,1478,0,http://twitter.com/BearManofTX/statuses/1245127815646842880,,0,14746,FALSE,2020-10-05T16:39:32.551+0000,0
28:09.0,"I canâ€™t wait to read these books to my daughter! I want her to grow up reading about women heroes & role models and to love & accept herself & others for who they truly are! 

Thank you, @jvn & @USWNT, for giving my girl inspiration!ðŸ¤©

#PeanutGoesfortheGold #FIFAWWC #girldad https://t.co/ogwfL8g583",http://twitter.com/kevinkwc/statuses/1245130792948371457,en,kevinkwc,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1222552649943437312?token=3a931edf54559154a6aa8ec282c03eefd4ff8edf89862021392226b4115a48c1,,FALSE,,,,kevinkwc (Kevin Collins),"I canâ€™t wait to read these books to my daughter! I want her to grow up reading about women heroes & role models and to love & accept herself & others for who they truly are! Thank you, @jvn & @USWNT, for giving my girl inspiration!ðŸ¤© #PeanutGoesfortheGold #FIFAWWC #girldad https://t.co/ogwfL8g583",male,"#peanutgoesforthegold, #fifawwc, #girldad",0,13,0,"TX, USA",0,,"http://pbs.twimg.com/media/EUeX1-vWsAYC-UP.jpg, http://pbs.twimg.com/media/EUeX1-xWkAAMgvd.jpg","@jvn, @uswnt",http://twitter.com/kevinkwc/statuses/1245130792948371457,,,post,0,,1.22255E+18,,13,173,0,,,0,176,FALSE,2020-10-05T16:39:32.567+0000,0
27:23.0,@TeamUSA @TeamShuster for 5 in the 8th.,http://twitter.com/TullyMars414/statuses/1245130600719228930,en,TullyMars414,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/283193943?token=4f110414cbad971d3776528d9ca4a3e9899ef6e9c61d9c1743e7705233cf3ab2,,FALSE,Louisville,,,TullyMars414 (Michael D. Brown Jr.),@TeamUSA @TeamShuster for 5 in the 8th.,male,,0,302,0,"Louisville, KY, USA",0,,,"@teamusa, @teamshuster",http://twitter.com/TullyMars414/statuses/1245130600719228930,TeamUSA,,reply,1.24506E+18,,283193943,,302,470,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,4644,FALSE,2020-10-05T16:39:32.558+0000,0
26:06.0,@House8Graphics @USAWrestling Lol they let us be certified as bronze for making a world team! But it had some solid info about kids I didnt know.,http://twitter.com/AdelineGray/statuses/1245130279326367745,en,AdelineGray,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/337432027?token=7de45f503a2698f5d4f98608f48cd73c08fb21d3e1ebbaee1e6e5e11b3ed99e2,,FALSE,Colorado Springs,,,AdelineGray (Adeline Gray OLY),@House8Graphics @USAWrestling Lol they let us be certified as bronze for making a world team! But it had some solid info about kids I didnt know.,female,,38.7,15540,0,"Colorado Springs, CO, USA",0,,,"@house8graphics, @usawrestling",http://twitter.com/AdelineGray/statuses/1245130279326367745,House8Graphics,,reply,1.24508E+18,,337432027,,15540,1601,1,http://twitter.com/House8Graphics/statuses/1245075350176096257,,0,8510,TRUE,2020-10-05T16:39:32.555+0000,7818
25:26.0,@TeamUSA I go back to Munich 1972 ... and alter history.,http://twitter.com/gbilling90/statuses/1245130111822807042,en,gbilling90,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/768480217?token=4730d10c4f36fc0f1abb7566546a0e5279d44dbc5d1a725b1bce48c3c2e89db1,,FALSE,Dayton,,,gbilling90 (Greg Billing),@TeamUSA I go back to Munich 1972 ... and alter history.,male,,0,240,0,"Dayton, OH, USA",0,,,@teamusa,http://twitter.com/gbilling90/statuses/1245130111822807042,TeamUSA,,reply,1.24506E+18,,768480217,,240,219,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,933,FALSE,2020-10-05T16:39:32.536+0000,0
23:34.0,@TeamUSA Miracle on Ice USA vs USSR 1980 at Lake Placid!  #IDoBelieveinMiracles,http://twitter.com/jmert14/statuses/1245129639875555328,en,jmert14,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/2843290816?token=93c4047c07f69d757e1cfb0a414c2d5b4dde757e735ea3c0ffeb6c9514931ac3,,FALSE,,,,jmert14 (Joe),@TeamUSA Miracle on Ice USA vs USSR 1980 at Lake Placid! #IDoBelieveinMiracles,male,#idobelieveinmiracles,0,217,0,,0,,,@teamusa,http://twitter.com/jmert14/statuses/1245129639875555328,TeamUSA,,reply,1.24506E+18,,2843290816,,217,1353,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,6255,FALSE,2020-10-05T16:39:32.525+0000,0
23:33.0,@DetroitHandball @TeamHandball @USATH @USARugby https://t.co/wlGNepfLKo,http://twitter.com/CoachJax11/statuses/1245129637656698881,de,CoachJax11,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/548798438?token=0e742072f66d25c5903b72d31a7d2b870e0add5039844d67baa1885a751a50d7,,FALSE,,,,CoachJax11 (DIVINE JACKSON),@DetroitHandball @TeamHandball @USATH @USARugby https://t.co/wlGNepfLKo,male,,12.8,157,0,,0,,https://video.twimg.com/tweet_video/EUeWyyzXsAAIycH.mp4#gif,"@detroithandball, @teamhandball, @usath, @usarugby",http://twitter.com/CoachJax11/statuses/1245129637656698881,DetroitHandball,,reply,1.24512E+18,,548798438,,157,249,1,http://twitter.com/DetroitHandball/statuses/1245124894259662849,,0,790,FALSE,2020-10-05T16:39:32.515+0000,0
22:04.0,@lsabre_Avenger @nationalthrows @trackconnect1 @trackerati @tandfn @usatf @NYACTrack_Field @newyorkac @USOlympicMedals @TeamUSA Agreed,http://twitter.com/thisishector/statuses/1245129264292298754,en,thisishector,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/913074220447469568?token=ce9d45bd8c73aa4251d860326108d1f79173ed9d2c171e887030631f3e7388a8,,FALSE,,,,thisishector (Hector),@lsabre_Avenger @nationalthrows @trackconnect1 @trackerati @tandfn @usatf @NYACTrack_Field @newyorkac @USOlympicMedals @TeamUSA Agreed,male,,1.1,174,0,,0,,,"@lsabre_avenger, @nationalthrows, @trackconnect1, @trackerati, @tandfn, @usatf, @nyactrack_field, @newyorkac, @usolympicmedals, @teamusa",http://twitter.com/thisishector/statuses/1245129264292298754,lsabre_Avenger,,reply,1.24513E+18,,9.13074E+17,,119,1930,0,http://twitter.com/lsabre_Avenger/statuses/1245127251382935553,,1,7947,FALSE,2020-10-05T16:39:32.539+0000,0
21:25.0,"@Tokyo2020 Demolish corrupted Olympics!
#AbolishOlympics
#DownWithIOC
#BriberyOlympics
#TokyoBribery2020
#TokyoBribery2021
#CorruptedOlympics
#BoycottTokyo2020
#BoycottTokyo2021
#DemolishOlympics
#DemolishTokyo2020
#DemolishTokyo2021
#Demolish2021
#Demolish20210723
#Demolish0723",http://twitter.com/Populaire1970/statuses/1245129102006214658,en,Populaire1970,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/893464998?token=a4d571e0bd636264e9423f3966f5c4cb922bee8b2f5f27558df029604b0dea75,,FALSE,,,,Populaire1970 (äººæ°‘),@Tokyo2020 Demolish corrupted Olympics! #AbolishOlympics #DownWithIOC #BriberyOlympics #TokyoBribery2020 #TokyoBribery2021 #CorruptedOlympics #BoycottTokyo2020 #BoycottTokyo2021 #DemolishOlympics #DemolishTokyo2020 #DemolishTokyo2021 #Demolish2021 #Demolish20210723 #Demolish0723,unknown,"#abolisholympics, #downwithioc, #briberyolympics, #tokyobribery2020, #tokyobribery2021, #corruptedolympics, #boycotttokyo2020, #boycotttokyo2021, #demolisholympics, #demolishtokyo2020, #demolishtokyo2021, #demolish2021, #demolish20210723, #demolish0723",0,530,0,,0,,,@tokyo2020,http://twitter.com/Populaire1970/statuses/1245129102006214658,Populaire1970,,reply,1.24513E+18,,893464998,,530,919,0,http://twitter.com/Populaire1970/statuses/1245127836182048768,,0,51461,FALSE,2020-10-05T16:39:32.515+0000,0
21:24.0,@TeamUSA https://t.co/pS5ngRP7P3,http://twitter.com/CaliAbdul/statuses/1245129096419594241,de,CaliAbdul,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/75152431?token=81d218815faa4e46e446d1f9e282adb8805faf9b92105351845f5c008a8df2e6,,FALSE,,,,CaliAbdul (Life in the freezer ðŸ¥¶),@TeamUSA https://t.co/pS5ngRP7P3,unknown,,0,455,0,,0,,http://pbs.twimg.com/media/EUeWT2YWkAEdnJ5.jpg,@teamusa,http://twitter.com/CaliAbdul/statuses/1245129096419594241,TeamUSA,,reply,1.24506E+18,,75152431,,455,1013,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,8556,FALSE,2020-10-05T16:39:32.521+0000,0
21:21.0,@TeamUSA Opening ceremonies 1896,http://twitter.com/DaveLogPT/statuses/1245129083987677184,en,DaveLogPT,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/711561509?token=5b846aa02df8c5fcbf11f78e6a066f3a3d06f436b1db2c0c0cf4d4f71e5f1eb9,,FALSE,Philadelphia,,,DaveLogPT (David Logerstedt),@TeamUSA Opening ceremonies 1896,male,,0,1403,0,"Philadelphia, PA, USA",0,,,@teamusa,http://twitter.com/DaveLogPT/statuses/1245129083987677184,TeamUSA,,reply,1.24506E+18,,711561509,,1403,1790,0,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,8156,FALSE,2020-10-05T16:39:32.515+0000,619
20:37.0,@USWNT @FIFAWWC @USYNT La Ãºnica en la que he logrado el 100% ðŸŒŸðŸŒŸðŸŒŸðŸŒŸðŸŒŸ https://t.co/l30KE8sJTj,http://twitter.com/LupitaOchoa7/statuses/1245128896997208069,es,LupitaOchoa7,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/359475417?token=49cb6f7d19d8112fec3339776e230204d351949b717fca4eaf02ef9c95d343a9,,FALSE,,,,LupitaOchoa7 (MarÃ­a Ochoa ðŸŒˆðŸŒ¹),@USWNT @FIFAWWC @USYNT La Ãºnica en la que he logrado el 100% ðŸŒŸðŸŒŸðŸŒŸðŸŒŸðŸŒŸ https://t.co/l30KE8sJTj,female,,0,210,0,,0,,http://pbs.twimg.com/media/EUeWH4pWkAAglad.jpg,"@uswnt, @fifawwc, @usynt",http://twitter.com/LupitaOchoa7/statuses/1245128896997208069,USWNT,,reply,1.2451E+18,,359475417,,210,204,0,http://twitter.com/USWNT/statuses/1245103242461224961,,0,22873,FALSE,2020-10-05T16:39:32.540+0000,0
19:43.0,#DCSAA Best of 19/20:  @SFSQuakers Girls âš½ï¸ w/ðŸ‘€popping goal from midfield! By @NBCSWashington @RealChadRicardo âš½ï¸ @SidwellFriends @kiki_rice0 @JIlori_22 @Houzmazoo @DJBouknight @HardlEWriting @LadyBroadcaster @USWNT @NCAASoccer @NFHS_Org @NFHSNetwork @WashPostHS https://t.co/YIBsBRNQaI,http://twitter.com/DCSAASports/statuses/1245128673499451392,en,DCSAASports,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/569126270?token=3739f28f0ab11e863858da36c66221561f5fad613ea0f411ecdc2a192d6958e2,,FALSE,"Washington, D.C.",,,DCSAASports (DC State Athletics),#DCSAA Best of 19/20: @SFSQuakers Girls âš½ï¸ w/ðŸ‘€popping goal from midfield! By @NBCSWashington @RealChadRicardo âš½ï¸ @SidwellFriends @kiki_rice0 @JIlori_22 @Houzmazoo @DJBouknight @HardlEWriting @LadyBroadcaster @USWNT @NCAASoccer @NFHS_Org @NFHSNetwork @WashPostHS https://t.co/YIBsBRNQaI,,#dcsaa,50.4,53595,0,"Washington, DC, DC, USA",0,,https://video.twimg.com/ext_tw_video/1245128480284696581/pu/vid/1280x720/voCrifJlmLVwT_t_.mp4?tag=10,"@sfsquakers, @nbcswashington, @realchadricardo, @sidwellfriends, @kiki_rice0, @jilori_22, @houzmazoo, @djbouknight, @hardlewriting, @ladybroadcaster, @uswnt, @ncaasoccer, @nfhs_org, @nfhsnetwork, @washposths",http://twitter.com/DCSAASports/statuses/1245128673499451392,,,post,0,,569126270,,15191,6914,0,,,6,25280,FALSE,2020-10-05T16:39:32.541+0000,10491
19:41.0,@TeamUSA For sure Jesse Owens in Berlin. A close second is Lake placid when team USA beat the USSR.,http://twitter.com/jjweimer/statuses/1245128665152794626,en,jjweimer,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/567373208?token=1de21d137bb757106e048c31ca800fa61a2a66174ebf94d5e549532703a36836,,FALSE,,,,jjweimer (JJ),@TeamUSA For sure Jesse Owens in Berlin. A close second is Lake placid when team USA beat the USSR.,unknown,,8.8,21,0,,0,,,@teamusa,http://twitter.com/jjweimer/statuses/1245128665152794626,TeamUSA,,reply,1.24506E+18,,567373208,,21,74,1,http://twitter.com/TeamUSA/statuses/1245063460016308224,,0,129,FALSE,2020-10-05T16:39:32.541+0000,0
19:39.0,"Emanuel Steward Says to #ESPN: ""Cotto DESTROYS Pacquiao in a Rematch"" https://t.co/c7LGcNf0X9 @USABoxing #SHOBoxing",http://twitter.com/boostjockster/statuses/1245128657577881606,en,boostjockster,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/259178202?token=1a3c29deac180ea1122b8c6513942be505a6291bbb4ada9ef0324f4e82c766cb,,FALSE,San Diego,,https://www.youtube.com/watch?v=CuoauthI1vM,boostjockster (Jockster),"Emanuel Steward Says to #ESPN: ""Cotto DESTROYS Pacquiao in a Rematch"" https://t.co/c7LGcNf0X9 @USABoxing #SHOBoxing",unknown,"#espn, #shoboxing",26.4,6216,0,"San Diego, CA, USA",0,,,@usaboxing,http://twitter.com/boostjockster/statuses/1245128657577881606,,,post,0,,259178202,,6216,5977,0,,,0,104969,FALSE,2020-10-05T16:39:32.527+0000,3586
18:59.0,@orikkunn @NOlympicsLA @Tokyo2020 Do you want to kill people for Olympics?,http://twitter.com/Populaire1970/statuses/1245128487184117764,en,Populaire1970,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/893464998?token=a4d571e0bd636264e9423f3966f5c4cb922bee8b2f5f27558df029604b0dea75,,FALSE,,,,Populaire1970 (äººæ°‘),@orikkunn @NOlympicsLA @Tokyo2020 Do you want to kill people for Olympics?,unknown,,18.4,530,0,,0,,,"@orikkunn, @nolympicsla, @tokyo2020",http://twitter.com/Populaire1970/statuses/1245128487184117764,orikkunn,,reply,1.24466E+18,,893464998,,530,919,1,http://twitter.com/orikkunn/statuses/1244661778581270528,,0,51460,FALSE,2020-10-05T16:39:32.504+0000,799
18:45.0,"ðŸ¥ŽSoftballðŸ¥Žand ðŸ›¹skateboardðŸ›¹
@K_Sroka15 @teampafastpitch @teampahall @softball_dugout @LongwoodSB @RedFlashSB @FlaglerSoftball @MaristSoftball @MasonSoftball @CoastalSoftball @ZipsSB @HillersSoftball @Salz2326 @Salve_Softball @D1Softball @tagupSoftball @USASkateboard https://t.co/z3QBQXtxsd",http://twitter.com/reganmiller2022/statuses/1245128430401748992,en,reganmiller2022,https://audiences.brandwatch.com/api/audiences/v1/avatars/twitter/1091187048856412160?token=55595979e2c20085540ecad3b2a5e6181fe1b45af2e23b1a519b865b0a308ed2,,FALSE,,,,reganmiller2022 (Regan),ðŸ¥ŽSoftballðŸ¥Žand ðŸ›¹skateboardðŸ›¹ @K_Sroka15 @teampafastpitch @teampahall @softball_dugout @LongwoodSB @RedFlashSB @FlaglerSoftball @MaristSoftball @MasonSoftball @CoastalSoftball @ZipsSB @HillersSoftball @Salz2326 @Salve_Softball @D1Softball @tagupSoftball @USASkateboard https://t.co/z3QBQXtxsd,female,,26.9,3579,0,,0,,https://video.twimg.com/ext_tw_video/1245128376844681217/pu/vid/720x720/OS7uERU_nJ1Ack3Q.mp4?tag=10,"@k_sroka15, @teampafastpitch, @teampahall, @softball_dugout, @longwoodsb, @redflashsb, @flaglersoftball, @maristsoftball, @masonsoftball, @coastalsoftball, @zipssb, @hillerssoftball, @salz2326, @salve_softball, @d1softball, @tagupsoftball, @usaskateboard",http://twitter.com/reganmiller2022/statuses/1245128430401748992,,,post,0,,1.09119E+18,,21,100,0,,,2,69,FALSE,2020-10-05T16:39:32.504+0000,0
